,KBP1000M,KBP1005M,KBP1006M,KBP1007M,KBP1008M,KBP1009M,KBP1010M,KBP1011M,KBP1012M,KBP1013M,KBP1014M,KBP1015M,KBP1016M,KBP1017M,KBP1020M,KBP1021M,KBP1025M,KBP1026M,KBP1027M,KBP1028M,KBP1029M,KBP1030M,KBP1031M,KBP1033M,KBP1034M,KBP1035M,KBP1036M,KBP1042M,KBP1043M,KBP1045M,KBP1046M,KBP1047M,KBP1048M,KBP1049M,KBP1050M,KBP1051M,KBP1053M,KBP1061M,KBP1062M,KBP1063M,KBP1065M,KBP1066M,KBP1067M,KBP1069M,KBP1070M,KBP1071M,KBP1072M,KBP1073M,KBP1075M,KBP1076M,KBP1077M,KBP1078M,KBP1080M,KBP1081M,KBP1082M,KBP1083M,KBP1084M,KBP1085M,KBP1086M,KBP1087M,KBP1088M,KBP1089M,KBP1090M,KBP1091M,KBP1092M,KBP1093M,KBP1100M,KBP1101M,KBP1102M,KBP1104M,KBP1107M,KBP1108M,KBP1109M,KBP1110M,KBP1111M,KBP1113M,KBP1120M,KBP1121M,KBP1122M,KBP1123M,KBP1124M,KBP1125M,KBP1126M,KBP1127M,KBP1128M,KBP1129M,KBP1130M,KBP1131M,KBP1132M,KBP1143M,KBP1144M,KBP1145M,KBP1146M,KBP1147M,KBP1150M,KBP1152M,KBP1153M,KBP1154M,KBP1155M,KBP1160M,KBP1161M,KBP1162M,KBP1163M,KBP1166M,KBP1167M,KBP1168M,KBP1169M,KBP1170M,KBP1171M,KBP1172M,KBP1173M,KBP1174M,KBP1181M,KBP1182M,KBP1183M,KBP1184M,KBP1185M,KBP1191M,KBP1192M,KBP1193M,KBP1194M,KBP1198M,KBP1199M,KBP1200M,KBP1201M,KBP1202M,KBP1203M,KBP1204M,KBP1205M,KBP1206M,KBP1207M,KBP1208M,KBP1209M,KBP1210M,KBP1211M,KBP1212M,KBP1213M,KBP1220M,KBP1221M,KBP1222M,KBP1223M,KBP1224M,KBP1225M,KBP1227M,KBP1228M,KBP1229M,KBP1230M,KBP1231M,KBP1232M,KBP1240M,KBP1241M,KBP1242M,KBP1244M,KBP1245M,KBP1246M,KBP1247M,KBP1250M,KBP1251M,KBP1252M,KBP1255M,KBP1260M,KBP1261M,KBP1261N,KBP1262M,KBP1263M,KBP1263N,KBP1264M,KBP1265M,KBP1265N,KBP1273M,KBP1274M,KBP1275M,KBP1276M,KBP1277M,KBP1278M,KBP1279M,KBP1280M,KBP1281M,KBP1290M,KBP1291M,KBP1293M,KBP1294M,KBP1295M,KBP1296M,KBP1297M,KBP1298M,KBP1299M,KBP1300M,KBP1301M,KBP1312M,KBP1313M,KBP1314M,KBP1316M,KBP1319M,KBP1320M,KBP1321M,KBP1322M,KBP1330H,KBP1330M,KBP1334M,KBP1335M,KBP1336M,KBP1338M,KBP1339M,KBP1342M,KBP1344M,KBP1345M,KBP1346M,KBP1347A,KBP1347H,KBP1347I,KBP1347M,KBP1347N,KBP1348M,KBP1349M,KBP1350M,KBP1351M,KBP1352M,KBP1353M,KBP1356H,KBP1356M,KBP1358M,KBP1359M,KBP1360M,KBP1361M,KBP1362M,KBP1363M,KBP1364M,KBP1365M,KBP1367H,KBP1367I,KBP1367M,KBP1367N,KBP1368A,KBP1368M,KBP1369A,KBP1369M,KBP1370A,KBP1370M,KBP1371A,KBP1371M,KBP1372M,KBP1373A,KBP1373M,KBP1374A,KBP1374H,KBP1374I,KBP1374M,KBP1374N,KBP1375M,KBP1380H,KBP1380I,KBP1380M,KBP1380N,KBP1381H,KBP1381M,KBP1382I,KBP1382N,KBP1383I,KBP1383N,KBP1390M,KBP1392M,KBP1401M,KBP1403M,KBP1404M,KBP1414M,KBP1415M,KBP1416M,KBP1417M,KBP1442M,KBP1449M,KBP1455M,KBP1459M,KBP1470M,KBP1471M,KBP1472M,KBP1473M,KBP1474M,KBP1475M,KBP1476M,KBP1477M,KBP1478M,KBP1479M,KBP1480M,KBP1500M,KBP1501M,KBP1502M,KBP1505M,KBP1506M,KBP1507M,KBP1508M,KBP1509M,KBP1510M,KBP1511M,KBP1512M,KBP1513M,KBP1514M,KBP1600M,KBP1601M,KBP1602M,KBP1603M,KBP1604M,KBP1605M,KBP1606M,KBP1607M,KBP1608M,KBP1609M,KBP1610M,KBP1611M,KBP1612M,KBP1613M,KBP1614M,KBP1615M,KBP1616M,KBP1617M,KBP1618M,KBP1619M,KBP1620M,KBP1621M,KBP1622M,KBP1623M,KBP1624M,KBP1625M,KBP1626M,KBP1627M,KBP1628M,KBP1629M,KBP1630M,KBP1631M,KBP1632M,KBP1633M,KBP1634M,KBP1635M,KBP1636M,KBP1637M,KBP1638M,KBP1639M,KBP1640M,KBP1641M,KBP1642M,KBP1643M,KBP1644M,KBP1645M,KBP1646M,KBP1647M,KBP1648M,KBP1649M,KBP1650M,KBP1651M,KBP1652M,KBP1653M
19970300,20754,9,9,29,9129,2455,157,3683,36179,,6110,,,,5061,13120,10475,1310,7822,169,30231,-7172,36179,,,,,4412,128,20,6768,164,6932,110,52,7094,2208,2586,1980,646,781,7094,,74,81609,80317,25193,54238,90462,43673,375491,5411,8115,22994,,26730,64437,439928,6282,15178,37078,58538,498466,,,,4352,47,6103,10502,6309,69140,159966,9064,21962,25894,15265,5924,113677,6502,398736,17968,4286,9784,36,53965,10113,25150,498466,10218,6900,27179,32128,102747,360162,15329,26017,154888,,8606,13367,3461,5690,350976,6196,13003,4966,306,685,,612,332,23.75,21.75,2172,907,3079,29365,18269,538,675,,,0,61,78,162,301,58,359,130,8,957,498,,,,218,199,0,5,0,0,11,0,49,957,498,17,18,0,23,7112,17584,0,1449,26189,22985,425127,6011,12.001,2061,2174,23.65,373341,360717,19.893,93929,93433,908,908,3567,2934,2011,1977,0,12305,,397,5075,5473,3841,626,797,5265,10737,1567,12305,5676,16392,71059,75931,44638,36699,333993,24814,80852,1053,16544,37047,773,37821,502401,2648,1757,187,1101,371183,15.94,3578,3103,383208,381473,1500,6969,7822,4566,32481,44869,1295,44869,502401,44869,14262,5657,46169,22900,164620,129600,2348,474,28326,27479,19.68,411534,17.46,363290,20.31,87451,27.91,163382,150304,18.3,313686,17.05,10102,6680,350385,345248,,2284,1966,-20222,-22482,1892,-40927,-98,44842.67962,7,17664.02667,,19564,17,20.25,22.25,15.75,15.75,15.5,15,,,0,,3017,,18,1264,4300,606,3394,299,5410,3784,160184,1,6578,4981,228257,18961,47191,49839,45395,506,20089,21846,52477,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970400,21226,9,0,22,8542,2479,157,3364,35768,,6039,,,,5313,14416,9188,1311,7685,513,27866,-6514,35768,,,,,4498,175,21,6869,89,6959,110,395,7464,2176,3014,2281,776,82,7464,,41,79048,73688,25720,54462,100010,47043,379971,6597,7119,23771,,21907,58831,438802,5456,14592,37609,57656,496458,,,,5448,53,6190,11691,4261,69703,161299,9269,22178,24757,13384,5719,116153,6779,397765,18082,3903,9379,36,53505,10165,23331,496458,9834,7991,21768,30376,106951,362772,17199,28378,157389,,10094,13606,3465,5595,355403,5752,13371,4712,261,770,,606,156,23.75,21.75,2393,877,3270,28431,19924,560,696,,,0,64,82,163,310,57,367,144,8,956,518,,,,218,204,0,5,0,0,13,0,57,956,518,22,17,2,10,7667,16919,0,1735,26354,22904,425551,5784,13.64,2392,2311,26.07,421552,445210,22.377,112092,110609,848,952,3560,2580,2123,1977,0,12040,,419,5190,5610,3863,652,820,5336,10945,1095,12040,5753,15764,71094,67200,42757,39143,332853,26237,86421,866,15678,37228,804,38032,499864,2591,1753,530,1310,375734,17.37,5311,7630,388519,389103,2220,6203,7685,5295,32598,45579,710,45579,499864,45579,14012,5563,46721,22911,166001,133313,1575,90,29901,27569,20.52,418421,18.4,368945,22.27,86858,22.3,154059,155416,16.88,309474,16.58,-1768,4071,348617,349319,,-2407,1303,-22628,-21179,-6248,-47175,220,45063.15386,-564,17099.87555,,19509,17,20.25,22.25,15.75,15.75,15.5,15,,,0,,3472,,28,1335,4835,641,3869,325,5620,4274,161518,1,5829,3554,229561,18095,49154,51745,43375,489,20619,22373,43392,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970500,20589,10,0,23,12069,1845,197,3492,38191,,5820,,,,5293,21824,6640,1312,6671,175,21421,-5054,38191,,,,,4564,106,19,6637,340,6977,110,89,7176,1948,3618,2285,385,115,7176,,0,75456,75503,25545,61269,102534,48213,388519,7387,7337,21159,,17853,52463,440983,5572,14557,37099,57228,498211,,,,4597,49,5815,10461,3923,70150,162779,9372,22219,25555,13449,6029,117373,6662,401967,18107,4331,9433,37,54054,10159,21571,498211,8674,7901,24747,31866,112821,368729,19790,27208,155447,,12483,13452,3433,5540,357998,5827,14053,4054,276,828,,616,579,23.75,21.75,2281,915,3196,27371,20652,583,719,,,0,71,82,162,315,58,373,144,11,959,529,,,,220,210,0,5,0,0,17,0,55,959,529,21,12,0,9,8328,16974,0,1891,27218,22996,426169,5564,13.45,2396,2388,25.398,396892,406732,21.328,104063,104860,855,966,3535,2404,2132,1977,0,11868,,437,4905,5342,3897,658,842,5397,10738,1130,11868,5522,15979,68921,69813,48677,38623,339230,26117,87079,-2383,18061,36685,803,37488,507468,2208,1778,192,773,378112,16.69,1295,3245,389815,392348,2091,6353,6671,5903,32881,45455,-125,45455,507468,45455,13536,5519,46985,22952,167521,133302,-2508,-1462,27394,26106,18.77,417208,17.54,370760,15.75,84900,21.15,154714,161873,17.29,316586,16.55,6592,6872,355209,356192,,8270,6336,-14359,-14843,-466,-47641,-528,44535.12691,2606,19706.25652,,19704,17,20.25,22.25,15.75,15.75,15.5,15,,,0,,3536,,25,1638,5200,783,4122,295,5904,4463,162999,1,6094,3501,230866,20478,48928,51136,43158,461,28178,29956,42244,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970600,20616,10,0,23,10102,1786,197,3469,36170,,5595,,,,5181,22131,5090,1049,6631,175,18016,-3977,36170,,,,,4618,106,17,6789,577,7365,110,94,7569,2048,3951,2317,464,145,7569,,41,87345,73539,24953,59056,99815,51956,396664,7453,6040,22105,,18455,51784,448448,5344,16358,37724,59425,507873,,,,5068,52,5601,10721,1897,70149,164096,8666,22785,29385,12358,6119,121898,6983,407585,17641,4723,9929,37,55041,10198,24328,507873,10022,7245,25580,29172,116374,375949,20715,29804,157706,,14762,13709,3338,5926,363416,6150,14769,2872,254,889,,760,388,23.75,21.75,2275,832,3106,27879,20010,594,734,,,0,67,93,160,320,58,379,144,10,958,534,,,,221,219,0,5,3,0,20,0,47,958,534,19,19,0,208,8442,16373,0,1942,26988,23444,433586,6020,12.706,2316,2417,22.881,358789,347104,21.233,111479,111689,850,776,3290,2422,2432,1976,0,11745,,446,4605,5051,3927,660,863,5450,10501,1244,11745,5124,15536,77697,66234,46911,39887,340784,25502,84553,-129,18190,37336,864,38200,512045,2385,1663,190,693,385736,16.32,7305,5245,397120,397593,4200,8701,6631,6267,30225,43123,-2332,43123,512045,43123,14110,5902,47274,22804,168871,138160,-2461,-2265,24933,23841,16.64,422053,17.29,377108,22.73,93233,20.11,159467,156966,14.3,316433,13.94,1111,238,356320,356430,,198,476,-14160,-14367,-3932,-51573,-2932,41603.1132,-1474,18231.90568,,19706,17,20.25,22.25,15.5,15.5,15.25,14.75,,,0,,3119,,13,1577,4708,729,3681,298,5632,4156,164317,1,5183,1404,232071,20262,49940,52325,44937,480,30832,32495,39307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970700,20948,14,0,23,9539,3204,197,3572,37460,,6062,,,,5519,22814,6638,865,6112,209,20442,-5796,37460,,,,,4651,120,17,6903,576,7479,110,114,7703,2115,2437,2475,616,176,7703,,294,88926,72674,24947,55971,103140,52786,398444,8378,6662,19816,,21058,53747,452191,5807,16915,37718,60439,512630,,,,5293,40,6072,11405,1531,69782,165239,8760,22452,27912,15200,6462,123426,7108,411204,19728,4380,9557,52,56065,10256,23700,512630,12123,7074,28910,29462,112212,377760,20684,30064,157866,,14646,13844,2962,5838,364822,7797,15514,4214,269,737,,774,909,23.75,21.75,2489,912,3401,32129,21664,541,728,,,0,63,99,194,357,62,419,145,14,957,577,,,,220,231,0,5,3,0,17,0,81,957,577,20,16,0,9,8710,15292,0,2296,26327,23673,436519,5964,13.208,2485,2441,27.617,464943,452032,21.958,114471,113043,813,1102,2965,2514,2369,1976,0,11739,,462,4594,5056,3967,664,886,5518,10574,1166,11739,4878,15642,77186,66554,45444,41492,343141,25437,87028,-1179,19369,37228,884,38112,518442,3802,1062,226,1999,385247,14.74,925,1139,398045,398732,4024,10545,6112,4912,32983,44007,884,44007,518442,44007,14804,5816,47282,22429,170058,137657,-295,2890,24638,26731,15.73,422683,15.26,377425,24.4,92828,21.82,159382,157909,14.48,317291,14.69,2463,5585,358783,362014,,1926,754,-12234,-13613,-93,-51666,2382,43985.55439,-822,17410.3877,,19811,17,20.25,22.25,15,15.5,15,14.5,,,0,,3621,,22,1554,5197,719,4077,401,6244,5282,165459,22,5989,1099,233276,21441,49294,53096,47011,520,33359,34421,41970,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970800,20914,11,0,24,9011,5949,197,3382,39453,,6006,,,,5474,25891,5650,858,6220,209,18568,-5005,39453,,,,,4509,118,18,6752,433,7185,110,79,7374,2107,4933,156,1124,27,7374,,557,87849,78637,25888,57939,98881,51169,400363,7753,7954,18472,,19834,52295,452658,5811,17126,37944,60881,513539,,,,4104,39,6005,10148,3592,70255,166785,8804,25105,27393,14346,6749,124220,7160,414983,16155,4509,9515,50,55233,10269,22905,513539,10714,7164,29144,30024,117017,380675,19687,28107,158415,,13502,15799,3136,6438,367644,5776,11747,4408,493,735,,760,1275,23.75,21.75,2381,773,3154,31111,20123,543,250,,,0,65,105,216,386,66,451,145,17,960,613,,,,224,243,0,5,3,0,21,0,94,960,613,23,12,0,18,10683,13915,0,1410,26041,23695,436676,6433,12.508,2325,2467,26.994,441831,455248,21.465,111625,113955,751,906,3200,3114,2562,1976,0,12509,,477,4876,5353,3997,667,909,5573,10926,1583,12509,5035,16794,76812,73055,48026,40730,348507,26454,83431,2001,17368,37304,1041,38346,521954,6406,1047,225,1135,388473,14.69,2713,2971,400759,401704,3979,6231,6220,5089,34255,45564,1557,45564,521954,45564,14045,6418,47660,22526,171640,138470,3559,971,28196,27703,15.11,428955,15.19,380296,16.46,93606,21.52,166661,157911,15.19,324572,14.9,6519,4788,365302,366802,,-583,2102,-12817,-11511,829,-50836,1243,45228.17816,1209,18619.2829,,19901,17,20.25,22.25,15,15.25,15,14.5,,,0,,3379,,52,1878,5309,840,4028,440,5380,3884,167009,14,5925,2944,234481,19439,45732,52137,46730,519,32121,33169,42463,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19970900,21489,28,0,24,10166,5889,197,3509,41250,,6474,,,,5427,26506,6478,828,6162,208,20137,-5393,41250,,,,,4530,88,18,6480,436,6917,110,180,7206,1845,6193,304,278,56,7206,,259,94612,82132,25752,58226,103107,52685,416514,10840,8346,16188,,25040,55299,471813,5272,18800,38315,62388,534201,,,,5488,60,6488,12036,3141,70524,168112,8973,25928,34254,15436,6763,128608,6958,428853,17324,4810,9476,53,57485,10398,25428,534201,6348,7388,32508,29352,127017,393915,22599,30721,160486,,14656,16290,3223,6627,374017,6896,11995,5329,569,928,,760,1785,23.75,21.75,2419,837,3256,32489,21386,567,1040,,,1,76,97,205,378,66,444,146,6,965,596,,,,225,257,0,5,3,0,24,0,58,965,596,24,16,2,9,12724,13716,0,1776,28247,24660,448685,6498,12.775,2481,2493,26.738,435374,424580,22.105,115447,114813,706,873,3215,2101,2631,1975,0,11500,,489,4416,4905,4022,933,685,5640,10546,955,11500,4908,15985,88636,75964,45299,40018,362286,26352,86018,3586,13782,37723,1046,38769,534266,6350,1019,224,375,395678,14.28,6064,4664,406823,406367,3661,7293,6162,6497,36293,48951,3387,48951,534266,48951,13506,6604,47709,22747,173260,142997,6973,6899,35170,34601,16.97,441992,14.94,386713,26.53,104621,26.87,180584,157669,19.39,338253,18.1,12969,10087,378271,376889,,426,-53,-12391,-11564,-495,-51331,3088,48315.96059,-4472,14147.57165,,20253,17,20.25,22.25,15,15.25,15,14.5,,,0,,3275,,29,1710,5014,738,3899,377,5801,4578,168337,10,5618,1803,237645,15508,46283,52633,49084,315,33799,34818,43674,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19971000,21532,8,0,25,9816,8726,197,3468,43739,,6531,,,,5183,27317,8531,828,6171,206,24254,-7832,43739,,,,,4570,86,18,6597,479,7076,110,116,7302,1923,3189,1334,859,87,7302,,1152,95488,84388,25424,57930,102003,50522,415755,9401,9448,17059,,28435,61016,476771,5102,22059,39245,66405,543177,,,,4708,27,6532,11267,4866,71407,169510,9206,26023,29890,19137,6787,129664,6980,433488,18019,5442,9540,53,58971,10340,29110,543177,7418,7761,30370,29706,124005,394408,21347,28278,166780,,12547,16699,2894,6669,377441,9766,12368,5651,764,993,,760,2104,23.5,21.5,2511,1123,3635,30998,21284,544,1433,,,1,72,104,186,364,86,450,146,11,972,607,,,,227,269,0,5,3,0,21,0,56,972,607,26,16,0,7,10650,14449,0,1790,26915,25093,459312,6710,13.613,2558,2545,28.245,504047,488212,22.793,128623,125251,704,751,2960,3004,2673,1975,0,12067,,510,4607,5117,4073,705,958,5736,10853,1214,12067,5257,16806,87580,77477,47468,38501,364843,25885,87931,-825,14607,38711,1052,39763,547244,9230,1018,219,1833,400489,14.47,6572,6760,413395,413127,3610,10184,6171,4523,37894,48588,-363,48588,547244,48588,15730,6649,49061,22276,174482,145197,-1188,119,33981,34721,17.78,447376,14.22,391016,28.8,104386,24.45,181863,161285,19.58,343147,17.68,3378,6924,381649,383813,,169,715,-12222,-10850,-2175,-53506,99,48415.17765,-724,13423.19897,,20405,16,19.25,21.25,14.5,15,14.75,14.25,,,0,,3280,,20,1627,4927,631,3863,433,6327,4812,169737,1,5972,3336,240810,16334,47337,56567,52932,292,37501,38519,46742,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19971100,22461,15,0,25,9651,9854,197,3593,45756,,6759,,,,5186,26540,11113,829,6149,211,29400,-10185,45756,,,,,4630,74,19,6594,534,7129,110,30,7269,1871,3315,1279,868,76,7269,,1041,92708,87535,26578,46761,114466,48774,416821,9452,9962,16469,,28459,60531,477352,6119,18862,40663,65644,542996,,,,4423,21,6776,11221,4845,71710,171173,9309,25893,28768,20549,7443,130826,7167,437456,17928,5295,9916,53,58979,10658,24682,542996,7863,7029,28493,27690,131516,395532,21289,25875,166956,,11157,17057,2697,6436,379876,10476,13152,4776,313,962,,761,2307,23,20.5,2163,961,3123,31268,20893,531,1381,,,0,73,114,185,373,88,461,147,11,974,619,,,,229,281,0,5,3,0,18,0,55,974,619,28,120,0,1,9159,18535,0,859,28678,25019,457073,6602,12.438,2502,2534,25.197,426448,431515,21.714,118187,123705,637,1054,2715,2572,2573,1975,0,11527,,521,4469,4990,4112,729,981,5823,10813,714,11527,5074,18018,84793,80385,38479,37946,367873,27177,99092,-18,14625,40086,1095,41181,548388,10413,1020,224,1730,401881,14.55,1252,1552,414647,414679,3683,10832,6149,4594,37917,48660,72,48660,548388,48660,15253,6415,49381,22261,176210,145128,54,-764,34035,33957,17.21,448683,14.34,392979,21.55,102811,23.5,183196,164748,20.08,347944,18.27,4242,1556,385890,385369,,131,-1171,-12091,-12021,2804,-50702,863,49278.60599,1954,15377.18596,,20818,16,19.25,21.25,14.5,14.5,14.5,14,,,0,,2982,,14,1426,4423,562,3560,301,6127,4450,171402,30,5445,3410,243974,16351,46550,56964,48002,292,37372,38393,46688,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19971200,24183,5,0,26,9258,9809,197,3650,47097,,6640,,,,5103,28454,10174,856,6126,211,27527,-8884,47097,,,,,4667,73,19,6679,696,7375,110,39,7524,1920,3652,1286,779,59,7524,,1050,95448,85363,25819,64863,103365,46200,421059,9503,8707,17093,,28742,62276,483336,6137,19044,41044,66225,549561,,,,6856,70,6639,13566,5678,71569,172366,9655,25331,34315,17722,7546,133668,7283,445238,16982,5158,9712,54,57129,10753,22876,549561,7598,7368,25354,27981,132519,400300,20760,30426,168947,,12361,16472,2750,6373,384598,7924,13326,3655,468,1161,,783,2834,23,19.5,2182,860,3042,31081,21571,510,2346,,,1,71,107,192,370,92,463,147,13,946,622,,,,231,290,0,5,3,0,16,0,51,946,622,26,15,0,2,9286,18390,0,1096,28792,25319,459353,5749,15.241,3137,2574,27.732,462493,429463,23.454,136980,131598,630,1063,2755,2259,2862,2244,0,11814,,528,4551,5079,4144,732,996,5872,10951,863,11814,4706,17309,87761,77296,54412,36932,370323,26352,87570,78,14547,40636,1149,41785,551711,10531,1020,222,1748,406951,14.34,5225,3984,419872,418663,3421,8287,6126,4938,37075,48139,-521,48139,551711,48139,15600,6346,49537,21965,177442,148982,-443,47,33593,34004,16.75,453465,14.4,397927,16.92,105069,16.86,182365,168335,18.76,350700,17.3,1741,-829,387631,384540,,-1567,-1269,-13658,-13290,-1475,-52176,271,49549.27669,-1046,14331.00473,,24662,16,19.25,21.25,14.5,14.5,14.5,14,,,0,,2504,,185,1325,4014,702,3103,210,6081,4872,172598,25,7593,3606,244374,15928,47077,57607,48759,304,36741,37761,45938,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980100,22414,10,0,26,8131,9384,197,3963,44088,,5789,,,,5505,27852,7644,857,6114,212,22456,-6221,44088,,,,,4750,73,19,6722,852,7575,110,42,7727,1880,3430,1362,770,85,7727,,598,91988,88797,25415,64446,102752,48708,422106,9817,8605,18168,,24724,56688,478795,6633,18965,41460,67057,545852,,,,4750,28,5793,10571,3239,71502,174539,9843,24397,31184,18537,7754,134281,7461,443417,17265,5517,9787,66,56898,10749,24216,545852,8070,6940,28709,28916,133784,400585,21521,27284,166774,,13657,15943,2526,6203,387589,8940,13718,3547,301,1091,,798,2426,23.3,19.33,1948,896,2844,28425,21462,526,2965,,,1,69,113,198,381,80,461,152,18,923,631,,,,234,293,0,5,3,0,28,0,56,923,631,11,75,0,0,9182,18050,0,1835,29146,25088,458231,6342,13.304,2528,2580,23.734,411350,462741,21.934,123805,133500,631,1258,2430,2461,2509,2244,0,11533,,559,3856,4416,4173,740,1012,5925,10341,1193,11533,4357,17661,82619,84090,53617,38494,372300,25950,87530,-210,14756,40952,1186,42139,555884,10262,1043,224,2080,409885,13.23,2657,355,422530,419018,3864,9314,6114,4793,36283,47190,-950,47190,555884,47190,16358,6179,49632,21805,179649,148907,-1159,857,32433,34861,15.51,454963,13.36,399993,18.07,100281,23.19,184370,167097,18.89,351467,17.44,2330,8459,389961,392999,,-1833,-1444,-15490,-14733,2665,-49512,-1961,47588.60856,-1594,12737.46494,,21644,16,19.25,21.25,14.5,14.5,14.2,13.5,,,0,,2417,,13,1303,3733,548,2986,199,5924,3800,174773,9,4742,2328,244775,16137,49905,60168,47479,333,37166,38210,47955,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980200,21974,6,0,26,9272,9125,197,3888,44456,,6389,,,,5279,30928,4519,856,6168,210,16259,-2731,44456,,,,,4909,83,19,6886,471,7357,110,49,7516,1874,4250,1367,257,97,7516,,549,104147,85493,25804,65450,107137,51582,439612,10319,8994,15683,,23695,56813,496425,5743,18313,42001,66056,562481,,,,4032,24,6406,10463,6904,71831,176436,9862,24848,31498,19038,8062,141718,7542,457807,18350,5632,10011,54,58787,10908,24516,562481,7215,7671,30353,30102,142730,416916,22696,30116,168608,,14939,16386,2324,6419,397409,10237,13418,4933,381,1348,,775,2634,22.92,19.33,2207,918,3125,31124,21630,545,3390,,,1,69,121,205,395,81,476,152,22,955,650,,,,242,310,0,5,3,0,33,0,46,955,650,11,7,0,20,12464,15655,0,1891,30039,25547,466311,6986,11.878,2311,2624,23.981,429909,465449,22.15,122617,133174,593,1542,2365,2061,2590,2244,0,11396,,555,3535,4090,4208,757,1032,5997,10087,1309,11396,4233,17940,95256,79594,52540,40654,386128,26357,91726,141,14615,41215,1346,42560,572226,9622,1012,221,1546,420031,13.76,9356,11469,431886,430487,3924,10387,6168,5616,38004,49788,2599,49788,572226,49788,16144,6390,49871,21895,181609,155977,2740,1340,35173,36201,15.15,467059,13.78,409352,29.16,113197,24.49,192791,170624,19.92,363414,18.74,14107,9201,404069,402200,,6643,4409,-8847,-10324,-4631,-54143,2333,49921.74116,1930,14667.82612,,21282,16,19.25,21.25,14.25,14,14,13.5,,,0,,2711,,32,1485,4228,547,3449,232,6247,4341,176678,1,7941,3209,245175,15997,47915,57537,52063,241,41315,42327,48225,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19980300,22981,2,-124,24,9007,9223,197,4232,45640,130,7107,0,,,5369,32797,10,856,6173,210,11766,1077,45640,674,3600,243,4517,4341,82,16,6396,461,6857,110,58,7025,1956,1519,861,199,3398,7025,,551,104517,88455,26964,57656,111499,52227,441318,9489,8642,16376,,25644,64231,505549,5621,23030,44685,73337,578885,,,,6193,41,6502,12736,7961,72210,178119,9808,23365,32938,21600,8720,146540,7682,470213,19008,5875,11186,77,59357,11073,25506,578885,7612,7811,29248,30678,140355,420456,20862,33225,171453,,15038,15088,2316,6436,403444,12126,14506,4502,305,1275,,781,3760,22.82,18.5,2425,983,3408,31468,23116,526,3590,,,1,69,132,229,431,81,511,151,14,959,676,,,,245,320,0,5,0,0,43,0,53,959,676,10,7,0,22,13446,13087,0,2190,28753,26581,477992,6435,13.204,2755,2727,26.873,532339,487375,23.219,142307,135838,580,1423,2340,2048,2870,2242,0,11503,,529,3375,3904,4241,753,1073,6067,9971,1532,11503,4124,16786,93937,79565,47521,42073,386599,27139,96364,-167,14783,43075,1497,44572,588522,9709,1022,218,1048,427783,14.56,7134,8638,439020,439125,3852,12346,6173,2379,38421,46973,-2815,46973,588522,46973,16976,6411,50640,21507,183322,160165,-2982,-4857,32191,31344,14.5,471211,14.41,415634,26.61,110723,16.47,190288,171024,15.18,361312,15.13,-683,-2223,403385,399977,,1819,838,-7028,-9486,-6655,-60798,570,50491.82225,999,15666.83346,,21654,15,18.25,19.85,13,13,13.2,12.85,0,,0,,3345,,21,1841,5207,811,4137,259,6639,4952,178364,2377,8427,1750,246759,15819,48996,58704,66041,251,45143,46165,56363,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
